main.js:8 --- 🚀 App Initializing ---
mapController.js:170 [Rotation Spike] diff=114.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=105.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=96.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=130.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=121.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=112.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=103.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=94.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-147.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-138.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-129.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-120.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-111.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-102.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-93.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=145.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=136.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=127.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=118.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=109.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=100.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=91.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-128.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=-119.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=-110.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=-101.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=-92.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=128.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=119.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=110.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=101.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=92.7° → 補間制限
gps.js:208 [Compass] init 291.2° (TN)
mapController.js:170 [Rotation Spike] diff=-147.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-138.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-129.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-120.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-111.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-102.5° → 補間制限
mapController.js:170 [Rotation Spike] diff=-93.5° → 補間制限
mapController.js:94 [toggle] followUser=false
gps.js:231 [Compass] update -> 290.2° (TN)
mapController.js:13 --- 📺 Fullscreen Change Event Triggered ---
mapController.js:13 --- 📺 Fullscreen Change Event Triggered ---
gps.js:231 [Compass] update -> 291.2° (TN)
gps.js:231 [Compass] update -> 292.2° (TN)
gps.js:231 [Compass] update -> 293.3° (TN)
gps.js:231 [Compass] update -> 294.3° (TN)
gps.js:231 [Compass] update -> 295.4° (TN)
gps.js:231 [Compass] update -> 296.4° (TN)
gps.js:231 [Compass] update -> 297.5° (TN)
gps.js:231 [Compass] update -> 298.5° (TN)
gps.js:231 [Compass] update -> 299.6° (TN)
gps.js:231 [Compass] update -> 300.7° (TN)
gps.js:231 [Compass] update -> 301.9° (TN)
gps.js:231 [Compass] update -> 303.0° (TN)
gps.js:231 [Compass] update -> 304.0° (TN)
gps.js:231 [Compass] update -> 305.0° (TN)
gps.js:231 [Compass] update -> 306.2° (TN)
gps.js:231 [Compass] update -> 307.3° (TN)
gps.js:231 [Compass] update -> 308.4° (TN)
gps.js:231 [Compass] update -> 309.6° (TN)
gps.js:231 [Compass] update -> 311.1° (TN)
gps.js:231 [Compass] update -> 312.8° (TN)
gps.js:231 [Compass] update -> 314.8° (TN)
gps.js:231 [Compass] update -> 316.7° (TN)
gps.js:231 [Compass] update -> 318.4° (TN)
gps.js:231 [Compass] update -> 320.0° (TN)
gps.js:231 [Compass] update -> 321.5° (TN)
gps.js:231 [Compass] update -> 323.0° (TN)
gps.js:231 [Compass] update -> 324.3° (TN)
gps.js:231 [Compass] update -> 325.6° (TN)
gps.js:231 [Compass] update -> 326.7° (TN)
gps.js:231 [Compass] update -> 327.8° (TN)
gps.js:231 [Compass] update -> 328.8° (TN)
gps.js:231 [Compass] update -> 329.9° (TN)
gps.js:231 [Compass] update -> 331.0° (TN)
gps.js:231 [Compass] update -> 332.1° (TN)
gps.js:231 [Compass] update -> 333.1° (TN)
gps.js:231 [Compass] update -> 334.1° (TN)
gps.js:231 [Compass] update -> 335.3° (TN)
gps.js:231 [Compass] update -> 336.5° (TN)
gps.js:231 [Compass] update -> 337.7° (TN)
gps.js:231 [Compass] update -> 338.8° (TN)
gps.js:231 [Compass] update -> 337.7° (TN)
gps.js:231 [Compass] update -> 336.4° (TN)
gps.js:231 [Compass] update -> 334.8° (TN)
gps.js:231 [Compass] update -> 332.1° (TN)
gps.js:231 [Compass] update -> 329.5° (TN)
gps.js:231 [Compass] update -> 326.8° (TN)
gps.js:231 [Compass] update -> 324.2° (TN)
gps.js:231 [Compass] update -> 321.3° (TN)
gps.js:231 [Compass] update -> 318.1° (TN)
gps.js:231 [Compass] update -> 315.3° (TN)
gps.js:231 [Compass] update -> 312.3° (TN)
gps.js:231 [Compass] update -> 309.5° (TN)
gps.js:231 [Compass] update -> 306.7° (TN)
gps.js:231 [Compass] update -> 304.0° (TN)
gps.js:231 [Compass] update -> 301.3° (TN)
gps.js:231 [Compass] update -> 298.7° (TN)
gps.js:231 [Compass] update -> 296.3° (TN)
gps.js:231 [Compass] update -> 294.5° (TN)
gps.js:231 [Compass] update -> 293.1° (TN)
gps.js:231 [Compass] update -> 292.0° (TN)
gps.js:231 [Compass] update -> 291.0° (TN)
gps.js:231 [Compass] update -> 292.1° (TN)
gps.js:231 [Compass] update -> 293.3° (TN)
gps.js:231 [Compass] update -> 294.4° (TN)
gps.js:231 [Compass] update -> 295.5° (TN)
gps.js:231 [Compass] update -> 296.7° (TN)
gps.js:231 [Compass] update -> 297.7° (TN)
gps.js:231 [Compass] update -> 298.8° (TN)
gps.js:231 [Compass] update -> 299.8° (TN)
gps.js:231 [Compass] update -> 300.9° (TN)
gps.js:231 [Compass] update -> 301.9° (TN)
gps.js:231 [Compass] update -> 302.9° (TN)
gps.js:231 [Compass] update -> 304.0° (TN)
gps.js:231 [Compass] update -> 305.0° (TN)
gps.js:231 [Compass] update -> 306.1° (TN)
gps.js:231 [Compass] update -> 307.1° (TN)
gps.js:231 [Compass] update -> 306.0° (TN)
gps.js:231 [Compass] update -> 305.0° (TN)
gps.js:231 [Compass] update -> 304.0° (TN)
gps.js:231 [Compass] update -> 302.9° (TN)
gps.js:231 [Compass] update -> 301.9° (TN)
gps.js:231 [Compass] update -> 300.8° (TN)
gps.js:231 [Compass] update -> 299.7° (TN)
gps.js:231 [Compass] update -> 298.7° (TN)
gps.js:231 [Compass] update -> 297.6° (TN)
gps.js:231 [Compass] update -> 296.6° (TN)
gps.js:231 [Compass] update -> 295.6° (TN)
gps.js:231 [Compass] update -> 294.6° (TN)
gps.js:231 [Compass] update -> 293.6° (TN)
gps.js:231 [Compass] update -> 292.5° (TN)
gps.js:231 [Compass] update -> 291.4° (TN)
gps.js:231 [Compass] update -> 290.3° (TN)
gps.js:231 [Compass] update -> 289.2° (TN)
gps.js:231 [Compass] update -> 288.2° (TN)
gps.js:231 [Compass] update -> 287.1° (TN)
gps.js:231 [Compass] update -> 286.1° (TN)
gps.js:231 [Compass] update -> 285.0° (TN)
gps.js:231 [Compass] update -> 284.0° (TN)
gps.js:231 [Compass] update -> 282.9° (TN)
gps.js:231 [Compass] update -> 281.7° (TN)
gps.js:231 [Compass] update -> 280.7° (TN)
gps.js:231 [Compass] update -> 279.7° (TN)
gps.js:231 [Compass] update -> 278.4° (TN)
gps.js:231 [Compass] update -> 277.4° (TN)
gps.js:231 [Compass] update -> 278.4° (TN)
gps.js:231 [Compass] update -> 279.4° (TN)
mapController.js:170 [Rotation Spike] diff=118.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=109.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=100.7° → 補間制限
mapController.js:170 [Rotation Spike] diff=91.7° → 補間制限
gps.js:231 [Compass] update -> 280.4° (TN)
gps.js:231 [Compass] update -> 281.5° (TN)
mapController.js:13 --- 📺 Fullscreen Change Event Triggered ---
mapController.js:13 --- 📺 Fullscreen Change Event Triggered ---
mapController.js:170 [Rotation Spike] diff=-109.0° → 補間制限
mapController.js:170 [Rotation Spike] diff=-100.0° → 補間制限
mapController.js:170 [Rotation Spike] diff=-91.0° → 補間制限
gps.js:231 [Compass] update -> 282.6° (TN)
gps.js:231 [Compass] update -> 283.6° (TN)
gps.js:231 [Compass] update -> 284.7° (TN)
gps.js:231 [Compass] update -> 285.7° (TN)
gps.js:231 [Compass] update -> 286.7° (TN)
mapController.js:94 [toggle] followUser=true
gps.js:231 [Compass] update -> 287.7° (TN)
mapController.js:170 [Rotation Spike] diff=-133.3° → 補間制限
mapController.js:170 [Rotation Spike] diff=-124.3° → 補間制限
mapController.js:170 [Rotation Spike] diff=-115.3° → 補間制限
mapController.js:170 [Rotation Spike] diff=-106.3° → 補間制限
mapController.js:170 [Rotation Spike] diff=-97.3° → 補間制限
gps.js:231 [Compass] update -> 288.7° (TN)
gps.js:231 [Compass] update -> 289.7° (TN)
gps.js:231 [Compass] update -> 290.7° (TN)
gps.js:231 [Compass] update -> 291.7° (TN)
gps.js:231 [Compass] update -> 292.8° (TN)
gps.js:231 [Compass] update -> 293.9° (TN)
gps.js:231 [Compass] update -> 295.0° (TN)
gps.js:231 [Compass] update -> 296.1° (TN)
gps.js:231 [Compass] update -> 297.2° (TN)
gps.js:231 [Compass] update -> 298.2° (TN)
mapController.js:170 [Rotation Spike] diff=143.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=134.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=125.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=116.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=107.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=98.9° → 補間制限
gps.js:231 [Compass] update -> 297.2° (TN)
gps.js:231 [Compass] update -> 296.2° (TN)
gps.js:231 [Compass] update -> 295.2° (TN)
gps.js:231 [Compass] update -> 296.2° (TN)
gps.js:231 [Compass] update -> 297.3° (TN)
gps.js:231 [Compass] update -> 298.5° (TN)
gps.js:231 [Compass] update -> 299.5° (TN)
gps.js:231 [Compass] update -> 300.6° (TN)
gps.js:231 [Compass] update -> 301.9° (TN)
gps.js:231 [Compass] update -> 303.3° (TN)
gps.js:231 [Compass] update -> 304.7° (TN)
gps.js:231 [Compass] update -> 306.2° (TN)
gps.js:231 [Compass] update -> 307.7° (TN)
gps.js:231 [Compass] update -> 309.1° (TN)
gps.js:231 [Compass] update -> 310.5° (TN)
gps.js:231 [Compass] update -> 311.9° (TN)
gps.js:231 [Compass] update -> 313.3° (TN)
gps.js:231 [Compass] update -> 314.6° (TN)
gps.js:231 [Compass] update -> 315.8° (TN)
gps.js:231 [Compass] update -> 317.0° (TN)
gps.js:231 [Compass] update -> 318.1° (TN)
gps.js:231 [Compass] update -> 319.2° (TN)
gps.js:231 [Compass] update -> 320.4° (TN)
gps.js:231 [Compass] update -> 321.4° (TN)
gps.js:231 [Compass] update -> 322.7° (TN)
gps.js:231 [Compass] update -> 323.7° (TN)
gps.js:231 [Compass] update -> 324.7° (TN)
gps.js:231 [Compass] update -> 325.9° (TN)
gps.js:231 [Compass] update -> 326.9° (TN)
gps.js:231 [Compass] update -> 328.0° (TN)
gps.js:231 [Compass] update -> 329.1° (TN)
gps.js:231 [Compass] update -> 330.2° (TN)
gps.js:231 [Compass] update -> 331.3° (TN)
gps.js:231 [Compass] update -> 332.6° (TN)
gps.js:231 [Compass] update -> 333.7° (TN)
gps.js:231 [Compass] update -> 334.9° (TN)
gps.js:231 [Compass] update -> 335.9° (TN)
gps.js:231 [Compass] update -> 337.1° (TN)
gps.js:231 [Compass] update -> 338.2° (TN)
gps.js:231 [Compass] update -> 339.4° (TN)
gps.js:231 [Compass] update -> 340.4° (TN)
gps.js:231 [Compass] update -> 341.4° (TN)
gps.js:231 [Compass] update -> 342.5° (TN)
gps.js:231 [Compass] update -> 343.6° (TN)
gps.js:231 [Compass] update -> 344.7° (TN)
gps.js:231 [Compass] update -> 345.9° (TN)
gps.js:231 [Compass] update -> 346.9° (TN)
gps.js:231 [Compass] update -> 347.9° (TN)
gps.js:231 [Compass] update -> 349.1° (TN)
gps.js:231 [Compass] update -> 350.3° (TN)
gps.js:231 [Compass] update -> 351.3° (TN)
gps.js:231 [Compass] update -> 352.5° (TN)
gps.js:231 [Compass] update -> 353.7° (TN)
gps.js:231 [Compass] update -> 354.9° (TN)
gps.js:231 [Compass] update -> 355.9° (TN)
gps.js:231 [Compass] update -> 357.1° (TN)
gps.js:231 [Compass] update -> 358.1° (TN)
gps.js:231 [Compass] update -> 359.1° (TN)
gps.js:231 [Compass] update -> 0.3° (TN)
gps.js:231 [Compass] update -> 1.3° (TN)
gps.js:231 [Compass] update -> 2.4° (TN)
gps.js:231 [Compass] update -> 3.5° (TN)
gps.js:231 [Compass] update -> 4.6° (TN)
gps.js:231 [Compass] update -> 5.6° (TN)
gps.js:231 [Compass] update -> 7.0° (TN)
gps.js:231 [Compass] update -> 8.2° (TN)
gps.js:231 [Compass] update -> 9.5° (TN)
gps.js:231 [Compass] update -> 10.6° (TN)
gps.js:231 [Compass] update -> 11.8° (TN)
gps.js:231 [Compass] update -> 12.8° (TN)
gps.js:231 [Compass] update -> 13.9° (TN)
gps.js:231 [Compass] update -> 15.0° (TN)
gps.js:231 [Compass] update -> 16.4° (TN)
gps.js:231 [Compass] update -> 17.6° (TN)
gps.js:231 [Compass] update -> 18.7° (TN)
gps.js:231 [Compass] update -> 19.9° (TN)
gps.js:231 [Compass] update -> 21.1° (TN)
gps.js:231 [Compass] update -> 22.2° (TN)
gps.js:231 [Compass] update -> 23.3° (TN)
gps.js:231 [Compass] update -> 24.4° (TN)
gps.js:231 [Compass] update -> 25.6° (TN)
gps.js:231 [Compass] update -> 26.7° (TN)
gps.js:231 [Compass] update -> 27.8° (TN)
gps.js:231 [Compass] update -> 28.8° (TN)
gps.js:231 [Compass] update -> 29.8° (TN)
gps.js:231 [Compass] update -> 30.9° (TN)
gps.js:231 [Compass] update -> 32.0° (TN)
gps.js:231 [Compass] update -> 33.1° (TN)
gps.js:231 [Compass] update -> 34.2° (TN)
gps.js:231 [Compass] update -> 35.2° (TN)
gps.js:231 [Compass] update -> 36.3° (TN)
gps.js:231 [Compass] update -> 37.4° (TN)
gps.js:231 [Compass] update -> 38.5° (TN)
gps.js:231 [Compass] update -> 39.5° (TN)
gps.js:231 [Compass] update -> 40.6° (TN)
gps.js:231 [Compass] update -> 41.6° (TN)
gps.js:231 [Compass] update -> 40.6° (TN)
gps.js:231 [Compass] update -> 39.5° (TN)
gps.js:231 [Compass] update -> 38.4° (TN)
gps.js:231 [Compass] update -> 37.4° (TN)
mapController.js:170 [Rotation Spike] diff=126.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=117.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=108.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=99.9° → 補間制限
gps.js:231 [Compass] update -> 36.4° (TN)
mapController.js:170 [Rotation Spike] diff=90.9° → 補間制限
gps.js:231 [Compass] update -> 35.3° (TN)
gps.js:231 [Compass] update -> 34.2° (TN)
gps.js:231 [Compass] update -> 33.2° (TN)
gps.js:231 [Compass] update -> 32.1° (TN)
gps.js:231 [Compass] update -> 31.1° (TN)
gps.js:231 [Compass] update -> 32.2° (TN)
gps.js:231 [Compass] update -> 33.3° (TN)
mapController.js:170 [Rotation Spike] diff=-134.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-125.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-116.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-107.9° → 補間制限
mapController.js:170 [Rotation Spike] diff=-98.9° → 補間制限
gps.js:231 [Compass] update -> 34.3° (TN)
gps.js:231 [Compass] update -> 35.3° (TN)
gps.js:231 [Compass] update -> 36.3° (TN)
gps.js:231 [Compass] update -> 37.4° (TN)
gps.js:231 [Compass] update -> 38.4° (TN)
gps.js:231 [Compass] update -> 39.4° (TN)
gps.js:231 [Compass] update -> 40.4° (TN)
gps.js:231 [Compass] update -> 41.5° (TN)
gps.js:231 [Compass] update -> 42.5° (TN)
gps.js:231 [Compass] update -> 43.6° (TN)
gps.js:231 [Compass] update -> 44.6° (TN)
gps.js:231 [Compass] update -> 45.6° (TN)
gps.js:231 [Compass] update -> 46.7° (TN)
gps.js:231 [Compass] update -> 47.8° (TN)
gps.js:231 [Compass] update -> 48.8° (TN)
gps.js:231 [Compass] update -> 49.8° (TN)
gps.js:231 [Compass] update -> 50.9° (TN)
gps.js:231 [Compass] update -> 51.9° (TN)
gps.js:231 [Compass] update -> 53.0° (TN)
gps.js:231 [Compass] update -> 54.0° (TN)
gps.js:231 [Compass] update -> 55.0° (TN)
gps.js:231 [Compass] update -> 56.1° (TN)
gps.js:231 [Compass] update -> 57.1° (TN)
gps.js:231 [Compass] update -> 58.1° (TN)
gps.js:231 [Compass] update -> 59.1° (TN)
gps.js:231 [Compass] update -> 60.1° (TN)
gps.js:231 [Compass] update -> 61.1° (TN)
gps.js:231 [Compass] update -> 62.1° (TN)
gps.js:231 [Compass] update -> 61.0° (TN)
gps.js:231 [Compass] update -> 60.0° (TN)
gps.js:231 [Compass] update -> 58.9° (TN)
gps.js:231 [Compass] update -> 57.9° (TN)
gps.js:231 [Compass] update -> 56.8° (TN)
gps.js:231 [Compass] update -> 55.7° (TN)
gps.js:231 [Compass] update -> 54.6° (TN)
gps.js:231 [Compass] update -> 53.4° (TN)
gps.js:231 [Compass] update -> 52.2° (TN)
gps.js:231 [Compass] update -> 50.8° (TN)
gps.js:231 [Compass] update -> 49.4° (TN)
gps.js:231 [Compass] update -> 48.0° (TN)
gps.js:231 [Compass] update -> 46.5° (TN)
gps.js:231 [Compass] update -> 44.7° (TN)
gps.js:231 [Compass] update -> 42.5° (TN)
gps.js:231 [Compass] update -> 38.8° (TN)
gps.js:231 [Compass] update -> 35.3° (TN)
gps.js:231 [Compass] update -> 32.4° (TN)
gps.js:231 [Compass] update -> 29.9° (TN)
gps.js:231 [Compass] update -> 27.9° (TN)
gps.js:231 [Compass] update -> 26.2° (TN)
gps.js:231 [Compass] update -> 24.5° (TN)
gps.js:231 [Compass] update -> 22.7° (TN)
gps.js:231 [Compass] update -> 20.7° (TN)
gps.js:231 [Compass] update -> 18.9° (TN)
gps.js:231 [Compass] update -> 17.3° (TN)
gps.js:231 [Compass] update -> 15.6° (TN)
gps.js:231 [Compass] update -> 14.2° (TN)
gps.js:231 [Compass] update -> 12.8° (TN)
gps.js:231 [Compass] update -> 11.6° (TN)
gps.js:231 [Compass] update -> 10.5° (TN)
gps.js:231 [Compass] update -> 9.3° (TN)
gps.js:231 [Compass] update -> 10.6° (TN)
gps.js:231 [Compass] update -> 12.3° (TN)
gps.js:231 [Compass] update -> 13.8° (TN)
gps.js:231 [Compass] update -> 15.0° (TN)
gps.js:231 [Compass] update -> 16.1° (TN)
gps.js:231 [Compass] update -> 17.2° (TN)
gps.js:231 [Compass] update -> 18.3° (TN)
gps.js:231 [Compass] update -> 19.3° (TN)
gps.js:231 [Compass] update -> 20.4° (TN)
gps.js:231 [Compass] update -> 21.6° (TN)
gps.js:231 [Compass] update -> 22.6° (TN)
gps.js:231 [Compass] update -> 23.6° (TN)
gps.js:231 [Compass] update -> 24.7° (TN)
gps.js:231 [Compass] update -> 25.8° (TN)
gps.js:231 [Compass] update -> 26.8° (TN)
gps.js:231 [Compass] update -> 28.0° (TN)
gps.js:231 [Compass] update -> 29.1° (TN)
gps.js:231 [Compass] update -> 30.1° (TN)
gps.js:231 [Compass] update -> 31.2° (TN)
gps.js:231 [Compass] update -> 32.2° (TN)
gps.js:231 [Compass] update -> 33.3° (TN)
gps.js:231 [Compass] update -> 34.5° (TN)
gps.js:231 [Compass] update -> 35.6° (TN)
gps.js:231 [Compass] update -> 36.6° (TN)
gps.js:231 [Compass] update -> 37.7° (TN)
gps.js:231 [Compass] update -> 38.7° (TN)
gps.js:231 [Compass] update -> 39.8° (TN)
gps.js:231 [Compass] update -> 40.8° (TN)
gps.js:231 [Compass] update -> 41.8° (TN)
gps.js:231 [Compass] update -> 42.9° (TN)
gps.js:231 [Compass] update -> 44.1° (TN)
gps.js:231 [Compass] update -> 45.3° (TN)
gps.js:231 [Compass] update -> 46.3° (TN)
gps.js:231 [Compass] update -> 47.3° (TN)
gps.js:231 [Compass] update -> 48.3° (TN)
gps.js:231 [Compass] update -> 49.3° (TN)
gps.js:231 [Compass] update -> 50.5° (TN)
gps.js:231 [Compass] update -> 51.6° (TN)
gps.js:231 [Compass] update -> 52.7° (TN)
gps.js:231 [Compass] update -> 51.5° (TN)
gps.js:231 [Compass] update -> 50.2° (TN)
gps.js:231 [Compass] update -> 48.8° (TN)
gps.js:231 [Compass] update -> 47.3° (TN)
gps.js:231 [Compass] update -> 45.7° (TN)
gps.js:231 [Compass] update -> 44.1° (TN)
gps.js:231 [Compass] update -> 42.7° (TN)
gps.js:231 [Compass] update -> 41.4° (TN)
gps.js:231 [Compass] update -> 40.1° (TN)
gps.js:231 [Compass] update -> 38.7° (TN)
gps.js:231 [Compass] update -> 37.4° (TN)
gps.js:231 [Compass] update -> 36.1° (TN)
gps.js:231 [Compass] update -> 35.1° (TN)
gps.js:231 [Compass] update -> 33.8° (TN)
gps.js:231 [Compass] update -> 32.8° (TN)
gps.js:231 [Compass] update -> 31.5° (TN)
gps.js:231 [Compass] update -> 30.0° (TN)
gps.js:231 [Compass] update -> 28.0° (TN)
gps.js:231 [Compass] update -> 25.9° (TN)
gps.js:231 [Compass] update -> 23.7° (TN)
gps.js:231 [Compass] update -> 21.4° (TN)
gps.js:231 [Compass] update -> 19.2° (TN)
gps.js:231 [Compass] update -> 17.4° (TN)
gps.js:231 [Compass] update -> 15.9° (TN)
gps.js:231 [Compass] update -> 14.9° (TN)
gps.js:231 [Compass] update -> 16.1° (TN)
gps.js:231 [Compass] update -> 17.1° (TN)
gps.js:231 [Compass] update -> 18.2° (TN)
gps.js:231 [Compass] update -> 19.3° (TN)
gps.js:231 [Compass] update -> 20.4° (TN)
gps.js:231 [Compass] update -> 21.5° (TN)
gps.js:231 [Compass] update -> 20.3° (TN)
gps.js:231 [Compass] update -> 18.8° (TN)
gps.js:231 [Compass] update -> 17.1° (TN)
gps.js:231 [Compass] update -> 14.9° (TN)
gps.js:231 [Compass] update -> 12.7° (TN)
