umineko-aabf34.netlify.app/:1 Access to fetch at 'https://vldb.gsi.go.jp/sokuchi/geomag/api/declination?lat=34.0193106&lon=131.8361972' from origin 'https://umineko-aabf34.netlify.app' has been blocked by CORS policy: The 'Access-Control-Allow-Origin' header contains multiple values 'http://vldb.gsi.go.jp https://vldb.gsi.go.jp', but only one is allowed. Have the server send the header with a valid value.
vldb.gsi.go.jp/sokuchi/geomag/api/declination?lat=34.0193106&lon=131.8361972:1  Failed to load resource: net::ERR_FAILED
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.8 current=288.7 target=-9.9
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.7 current=288.7 target=-10.0
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.7 current=288.7 target=-10.0
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.7 current=288.7 target=-10.0
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.7 current=288.7 target=-10.0
mapController.js:169 [DEBUG-RM2] mode=HeadingUp raw=278.7 current=288.7 target=-10.0
mapController.js:104 [toggle] headingUp=false
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.7 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.7 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.5 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.2 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=288.7 target=288.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=277.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=278.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.2 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.2 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.2 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.2 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.2 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.3 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.4 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.5 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.6 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.7 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.8 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=279.9 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.0 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.1 current=287.7 target=287.7
mapController.js:169 [DEBUG-RM2] mode=NorthUp raw=280.1 current=287.7 target=287.7
