main.js:8 --- 🚀 App Initializing ---
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
（インデックス）:1 Access to fetch at 'https://vldb.gsi.go.jp/sokuchi/geomag/api/declination?lat=34.0193026&lon=131.836187' from origin 'https://umineko-aabf34.netlify.app' has been blocked by CORS policy: The 'Access-Control-Allow-Origin' header contains multiple values 'http://vldb.gsi.go.jp https://vldb.gsi.go.jp', but only one is allowed. Have the server send the header with a valid value.
vldb.gsi.go.jp/sokuchi/geomag/api/declination?lat=34.0193026&lon=131.836187:1  Failed to load resource: net::ERR_FAILED
gps.js:98 磁偏角API失敗。系3の代表値を使用: 7.50°
updateDeclinationIfNeeded @ gps.js:98
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
mapController.js:166 [DEBUG-RM2] mode=NorthUp raw=--- current=0.0 target=0.0
