main.js:8 --- 🚀 App Initializing ---
gps.js:231 [Compass] update -> 5.2° (TN)
gps.js:231 [Compass] update -> 4.1° (TN)
gps.js:231 [Compass] update -> 3.0° (TN)
gps.js:231 [Compass] update -> 2.0° (TN)
gps.js:231 [Compass] update -> 0.9° (TN)
gps.js:231 [Compass] update -> 359.9° (TN)
gps.js:231 [Compass] update -> 358.9° (TN)
gps.js:231 [Compass] update -> 357.8° (TN)
gps.js:231 [Compass] update -> 356.8° (TN)
gps.js:231 [Compass] update -> 355.7° (TN)
gps.js:231 [Compass] update -> 354.6° (TN)
gps.js:231 [Compass] update -> 353.6° (TN)
gps.js:231 [Compass] update -> 352.5° (TN)
gps.js:231 [Compass] update -> 351.5° (TN)
gps.js:231 [Compass] update -> 350.4° (TN)
gps.js:231 [Compass] update -> 351.5° (TN)
gps.js:231 [Compass] update -> 352.6° (TN)
gps.js:231 [Compass] update -> 353.7° (TN)
gps.js:231 [Compass] update -> 354.9° (TN)
gps.js:231 [Compass] update -> 356.0° (TN)
gps.js:231 [Compass] update -> 357.1° (TN)
gps.js:231 [Compass] update -> 358.1° (TN)
gps.js:231 [Compass] update -> 359.2° (TN)
gps.js:231 [Compass] update -> 0.2° (TN)
gps.js:231 [Compass] update -> 1.3° (TN)
gps.js:231 [Compass] update -> 2.3° (TN)
gps.js:231 [Compass] update -> 3.3° (TN)
gps.js:231 [Compass] update -> 4.4° (TN)
gps.js:231 [Compass] update -> 5.6° (TN)
gps.js:231 [Compass] update -> 6.6° (TN)
gps.js:231 [Compass] update -> 7.6° (TN)
gps.js:231 [Compass] update -> 8.6° (TN)
gps.js:231 [Compass] update -> 9.7° (TN)
gps.js:231 [Compass] update -> 10.8° (TN)
gps.js:231 [Compass] update -> 11.9° (TN)
gps.js:231 [Compass] update -> 12.9° (TN)
gps.js:231 [Compass] update -> 14.0° (TN)
gps.js:231 [Compass] update -> 13.0° (TN)
gps.js:231 [Compass] update -> 12.0° (TN)
gps.js:231 [Compass] update -> 10.9° (TN)
gps.js:231 [Compass] update -> 9.8° (TN)
gps.js:231 [Compass] update -> 8.6° (TN)
gps.js:231 [Compass] update -> 7.5° (TN)
gps.js:231 [Compass] update -> 6.4° (TN)
gps.js:231 [Compass] update -> 5.3° (TN)
gps.js:231 [Compass] update -> 4.2° (TN)
gps.js:231 [Compass] update -> 3.2° (TN)
gps.js:231 [Compass] update -> 4.2° (TN)
gps.js:231 [Compass] update -> 5.5° (TN)
gps.js:231 [Compass] update -> 6.5° (TN)
gps.js:231 [Compass] update -> 7.6° (TN)
gps.js:231 [Compass] update -> 8.6° (TN)
gps.js:231 [Compass] update -> 9.6° (TN)
gps.js:231 [Compass] update -> 10.7° (TN)
gps.js:231 [Compass] update -> 11.7° (TN)
gps.js:231 [Compass] update -> 12.7° (TN)
gps.js:231 [Compass] update -> 13.9° (TN)
gps.js:231 [Compass] update -> 14.9° (TN)
gps.js:231 [Compass] update -> 16.0° (TN)
gps.js:231 [Compass] update -> 14.8° (TN)
gps.js:231 [Compass] update -> 13.8° (TN)
gps.js:231 [Compass] update -> 12.7° (TN)
gps.js:231 [Compass] update -> 11.6° (TN)
gps.js:231 [Compass] update -> 10.6° (TN)
gps.js:231 [Compass] update -> 9.5° (TN)
gps.js:231 [Compass] update -> 8.4° (TN)
gps.js:231 [Compass] update -> 7.2° (TN)
gps.js:231 [Compass] update -> 6.2° (TN)
gps.js:231 [Compass] update -> 5.1° (TN)
gps.js:231 [Compass] update -> 4.1° (TN)
gps.js:231 [Compass] update -> 3.1° (TN)
gps.js:231 [Compass] update -> 2.0° (TN)
gps.js:231 [Compass] update -> 1.0° (TN)
gps.js:231 [Compass] update -> 360.0° (TN)
gps.js:231 [Compass] update -> 359.0° (TN)
gps.js:231 [Compass] update -> 357.9° (TN)
gps.js:231 [Compass] update -> 356.9° (TN)
gps.js:231 [Compass] update -> 355.8° (TN)
gps.js:231 [Compass] update -> 354.8° (TN)
gps.js:231 [Compass] update -> 356.0° (TN)
gps.js:231 [Compass] update -> 357.1° (TN)
gps.js:231 [Compass] update -> 358.2° (TN)
gps.js:231 [Compass] update -> 359.3° (TN)
gps.js:231 [Compass] update -> 0.3° (TN)
gps.js:231 [Compass] update -> 1.4° (TN)
gps.js:231 [Compass] update -> 2.5° (TN)
gps.js:231 [Compass] update -> 3.5° (TN)
gps.js:231 [Compass] update -> 4.7° (TN)
gps.js:231 [Compass] update -> 5.8° (TN)
gps.js:231 [Compass] update -> 6.8° (TN)
gps.js:231 [Compass] update -> 7.8° (TN)
gps.js:231 [Compass] update -> 8.9° (TN)
gps.js:231 [Compass] update -> 10.0° (TN)
gps.js:231 [Compass] update -> 11.1° (TN)
gps.js:231 [Compass] update -> 12.1° (TN)
gps.js:231 [Compass] update -> 13.2° (TN)
gps.js:231 [Compass] update -> 14.2° (TN)
gps.js:231 [Compass] update -> 15.2° (TN)
gps.js:231 [Compass] update -> 16.3° (TN)
gps.js:231 [Compass] update -> 17.3° (TN)
gps.js:231 [Compass] update -> 18.4° (TN)
gps.js:231 [Compass] update -> 19.4° (TN)
gps.js:231 [Compass] update -> 20.5° (TN)
gps.js:231 [Compass] update -> 21.5° (TN)
gps.js:231 [Compass] update -> 22.5° (TN)
gps.js:231 [Compass] update -> 23.5° (TN)
gps.js:231 [Compass] update -> 22.5° (TN)
gps.js:231 [Compass] update -> 21.4° (TN)
gps.js:231 [Compass] update -> 20.3° (TN)
gps.js:231 [Compass] update -> 19.3° (TN)
gps.js:231 [Compass] update -> 18.2° (TN)
gps.js:231 [Compass] update -> 17.1° (TN)
gps.js:231 [Compass] update -> 16.0° (TN)
gps.js:231 [Compass] update -> 14.9° (TN)
gps.js:231 [Compass] update -> 13.8° (TN)
gps.js:231 [Compass] update -> 12.8° (TN)
gps.js:231 [Compass] update -> 11.7° (TN)
gps.js:231 [Compass] update -> 10.5° (TN)
gps.js:231 [Compass] update -> 9.4° (TN)
gps.js:231 [Compass] update -> 8.4° (TN)
gps.js:231 [Compass] update -> 9.5° (TN)
gps.js:231 [Compass] update -> 10.5° (TN)
gps.js:231 [Compass] update -> 11.5° (TN)
gps.js:231 [Compass] update -> 12.6° (TN)
gps.js:231 [Compass] update -> 13.7° (TN)
gps.js:231 [Compass] update -> 14.8° (TN)
gps.js:231 [Compass] update -> 13.7° (TN)
gps.js:231 [Compass] update -> 12.6° (TN)
gps.js:231 [Compass] update -> 11.5° (TN)
gps.js:231 [Compass] update -> 10.5° (TN)
gps.js:231 [Compass] update -> 9.4° (TN)
gps.js:231 [Compass] update -> 8.4° (TN)
gps.js:231 [Compass] update -> 7.4° (TN)
gps.js:231 [Compass] update -> 6.4° (TN)
gps.js:231 [Compass] update -> 5.4° (TN)
gps.js:231 [Compass] update -> 4.4° (TN)
gps.js:231 [Compass] update -> 3.3° (TN)
gps.js:231 [Compass] update -> 2.3° (TN)
gps.js:231 [Compass] update -> 1.3° (TN)
gps.js:231 [Compass] update -> 0.2° (TN)
gps.js:231 [Compass] update -> 359.2° (TN)
gps.js:231 [Compass] update -> 358.1° (TN)
gps.js:231 [Compass] update -> 357.0° (TN)
gps.js:231 [Compass] update -> 356.0° (TN)
gps.js:231 [Compass] update -> 355.0° (TN)
gps.js:231 [Compass] update -> 353.9° (TN)
gps.js:231 [Compass] update -> 352.9° (TN)
gps.js:231 [Compass] update -> 353.9° (TN)
gps.js:231 [Compass] update -> 355.0° (TN)
gps.js:231 [Compass] update -> 356.0° (TN)
gps.js:231 [Compass] update -> 357.1° (TN)
gps.js:231 [Compass] update -> 358.1° (TN)
gps.js:231 [Compass] update -> 359.1° (TN)
gps.js:231 [Compass] update -> 0.2° (TN)
gps.js:231 [Compass] update -> 1.2° (TN)
gps.js:231 [Compass] update -> 2.3° (TN)
gps.js:231 [Compass] update -> 3.3° (TN)
gps.js:231 [Compass] update -> 4.3° (TN)
gps.js:231 [Compass] update -> 5.4° (TN)
gps.js:231 [Compass] update -> 6.5° (TN)
gps.js:231 [Compass] update -> 7.6° (TN)
gps.js:231 [Compass] update -> 8.7° (TN)
gps.js:231 [Compass] update -> 9.7° (TN)
gps.js:231 [Compass] update -> 10.8° (TN)
gps.js:231 [Compass] update -> 11.9° (TN)
gps.js:231 [Compass] update -> 12.9° (TN)
gps.js:231 [Compass] update -> 13.9° (TN)
gps.js:231 [Compass] update -> 15.0° (TN)
gps.js:231 [Compass] update -> 16.1° (TN)
gps.js:231 [Compass] update -> 17.1° (TN)
gps.js:231 [Compass] update -> 18.2° (TN)
gps.js:231 [Compass] update -> 19.2° (TN)
gps.js:231 [Compass] update -> 20.2° (TN)
gps.js:231 [Compass] update -> 21.2° (TN)
gps.js:231 [Compass] update -> 22.3° (TN)
gps.js:231 [Compass] update -> 23.4° (TN)
gps.js:231 [Compass] update -> 24.5° (TN)
gps.js:231 [Compass] update -> 25.6° (TN)
gps.js:231 [Compass] update -> 26.7° (TN)
gps.js:231 [Compass] update -> 25.5° (TN)
gps.js:231 [Compass] update -> 24.4° (TN)
gps.js:231 [Compass] update -> 23.2° (TN)
gps.js:231 [Compass] update -> 21.9° (TN)
gps.js:231 [Compass] update -> 20.9° (TN)
gps.js:231 [Compass] update -> 19.8° (TN)
gps.js:231 [Compass] update -> 18.7° (TN)
gps.js:231 [Compass] update -> 17.7° (TN)
gps.js:231 [Compass] update -> 16.7° (TN)
gps.js:231 [Compass] update -> 15.5° (TN)
gps.js:231 [Compass] update -> 14.4° (TN)
gps.js:231 [Compass] update -> 13.4° (TN)
gps.js:231 [Compass] update -> 12.2° (TN)
gps.js:231 [Compass] update -> 11.2° (TN)
gps.js:231 [Compass] update -> 10.1° (TN)
gps.js:231 [Compass] update -> 9.1° (TN)
gps.js:231 [Compass] update -> 8.0° (TN)
gps.js:231 [Compass] update -> 7.0° (TN)
gps.js:231 [Compass] update -> 5.9° (TN)
gps.js:231 [Compass] update -> 4.9° (TN)
gps.js:231 [Compass] update -> 3.9° (TN)
gps.js:231 [Compass] update -> 2.9° (TN)
gps.js:231 [Compass] update -> 1.9° (TN)
gps.js:231 [Compass] update -> 0.8° (TN)
gps.js:231 [Compass] update -> 359.8° (TN)
gps.js:231 [Compass] update -> 358.8° (TN)
gps.js:231 [Compass] update -> 357.8° (TN)
gps.js:231 [Compass] update -> 356.6° (TN)
gps.js:231 [Compass] update -> 355.6° (TN)
gps.js:231 [Compass] update -> 354.6° (TN)
gps.js:231 [Compass] update -> 353.5° (TN)
gps.js:231 [Compass] update -> 352.3° (TN)
gps.js:231 [Compass] update -> 351.2° (TN)
gps.js:231 [Compass] update -> 350.2° (TN)
gps.js:231 [Compass] update -> 349.2° (TN)
gps.js:231 [Compass] update -> 348.1° (TN)
gps.js:231 [Compass] update -> 347.1° (TN)
gps.js:231 [Compass] update -> 346.0° (TN)
gps.js:231 [Compass] update -> 344.9° (TN)
gps.js:231 [Compass] update -> 343.8° (TN)
gps.js:231 [Compass] update -> 342.7° (TN)
gps.js:231 [Compass] update -> 341.6° (TN)
gps.js:231 [Compass] update -> 340.6° (TN)
gps.js:231 [Compass] update -> 339.5° (TN)
gps.js:231 [Compass] update -> 338.5° (TN)
gps.js:231 [Compass] update -> 337.4° (TN)
gps.js:231 [Compass] update -> 338.4° (TN)
gps.js:231 [Compass] update -> 340.0° (TN)
gps.js:231 [Compass] update -> 341.2° (TN)
gps.js:231 [Compass] update -> 342.4° (TN)
gps.js:231 [Compass] update -> 343.5° (TN)
gps.js:231 [Compass] update -> 344.5° (TN)
gps.js:231 [Compass] update -> 345.6° (TN)
gps.js:231 [Compass] update -> 346.6° (TN)
gps.js:231 [Compass] update -> 347.6° (TN)
gps.js:231 [Compass] update -> 349.1° (TN)
gps.js:231 [Compass] update -> 350.4° (TN)
gps.js:231 [Compass] update -> 351.5° (TN)
gps.js:231 [Compass] update -> 353.0° (TN)
gps.js:231 [Compass] update -> 354.2° (TN)
gps.js:231 [Compass] update -> 355.3° (TN)
gps.js:231 [Compass] update -> 356.5° (TN)
gps.js:231 [Compass] update -> 357.6° (TN)
gps.js:231 [Compass] update -> 358.8° (TN)
gps.js:231 [Compass] update -> 359.9° (TN)
gps.js:231 [Compass] update -> 0.9° (TN)
gps.js:231 [Compass] update -> 2.1° (TN)
gps.js:231 [Compass] update -> 3.1° (TN)
gps.js:231 [Compass] update -> 4.1° (TN)
gps.js:231 [Compass] update -> 5.2° (TN)
gps.js:231 [Compass] update -> 6.2° (TN)
gps.js:231 [Compass] update -> 7.3° (TN)
gps.js:231 [Compass] update -> 8.4° (TN)
gps.js:231 [Compass] update -> 9.4° (TN)
gps.js:231 [Compass] update -> 10.4° (TN)
gps.js:231 [Compass] update -> 11.5° (TN)
gps.js:231 [Compass] update -> 12.5° (TN)
gps.js:231 [Compass] update -> 13.6° (TN)
gps.js:231 [Compass] update -> 14.6° (TN)
gps.js:231 [Compass] update -> 15.7° (TN)
gps.js:231 [Compass] update -> 16.7° (TN)
gps.js:231 [Compass] update -> 17.8° (TN)
gps.js:231 [Compass] update -> 18.8° (TN)
gps.js:231 [Compass] update -> 19.8° (TN)
gps.js:231 [Compass] update -> 20.9° (TN)
gps.js:231 [Compass] update -> 22.0° (TN)
gps.js:231 [Compass] update -> 23.0° (TN)
gps.js:231 [Compass] update -> 22.0° (TN)
gps.js:231 [Compass] update -> 20.9° (TN)
gps.js:231 [Compass] update -> 19.8° (TN)
gps.js:231 [Compass] update -> 18.8° (TN)
gps.js:231 [Compass] update -> 17.8° (TN)
gps.js:231 [Compass] update -> 18.8° (TN)
gps.js:231 [Compass] update -> 19.9° (TN)
gps.js:231 [Compass] update -> 21.0° (TN)
gps.js:231 [Compass] update -> 22.2° (TN)
gps.js:231 [Compass] update -> 23.4° (TN)
gps.js:231 [Compass] update -> 24.5° (TN)
gps.js:231 [Compass] update -> 25.7° (TN)
gps.js:231 [Compass] update -> 27.1° (TN)
gps.js:231 [Compass] update -> 28.2° (TN)
gps.js:231 [Compass] update -> 29.4° (TN)
gps.js:231 [Compass] update -> 30.7° (TN)
gps.js:231 [Compass] update -> 31.8° (TN)
gps.js:231 [Compass] update -> 33.0° (TN)
gps.js:231 [Compass] update -> 34.0° (TN)
gps.js:231 [Compass] update -> 35.1° (TN)
gps.js:231 [Compass] update -> 36.3° (TN)
gps.js:231 [Compass] update -> 37.5° (TN)
gps.js:231 [Compass] update -> 38.8° (TN)
gps.js:231 [Compass] update -> 39.8° (TN)
gps.js:231 [Compass] update -> 40.8° (TN)
gps.js:231 [Compass] update -> 41.8° (TN)
gps.js:231 [Compass] update -> 43.1° (TN)
gps.js:231 [Compass] update -> 44.1° (TN)
gps.js:231 [Compass] update -> 45.4° (TN)
gps.js:231 [Compass] update -> 46.4° (TN)
gps.js:231 [Compass] update -> 47.6° (TN)
gps.js:231 [Compass] update -> 48.8° (TN)
gps.js:231 [Compass] update -> 49.9° (TN)
gps.js:231 [Compass] update -> 50.9° (TN)
gps.js:231 [Compass] update -> 49.8° (TN)
gps.js:231 [Compass] update -> 48.7° (TN)
gps.js:231 [Compass] update -> 47.5° (TN)
gps.js:231 [Compass] update -> 46.3° (TN)
gps.js:231 [Compass] update -> 45.0° (TN)
gps.js:231 [Compass] update -> 44.0° (TN)
gps.js:231 [Compass] update -> 42.9° (TN)
gps.js:231 [Compass] update -> 41.7° (TN)
gps.js:231 [Compass] update -> 40.6° (TN)
gps.js:231 [Compass] update -> 39.6° (TN)
gps.js:231 [Compass] update -> 38.4° (TN)
gps.js:231 [Compass] update -> 37.2° (TN)
gps.js:231 [Compass] update -> 36.0° (TN)
gps.js:231 [Compass] update -> 34.8° (TN)
gps.js:231 [Compass] update -> 33.6° (TN)
gps.js:231 [Compass] update -> 32.4° (TN)
gps.js:231 [Compass] update -> 31.2° (TN)
gps.js:231 [Compass] update -> 30.0° (TN)
gps.js:231 [Compass] update -> 29.0° (TN)
gps.js:231 [Compass] update -> 28.0° (TN)
gps.js:231 [Compass] update -> 26.9° (TN)
gps.js:231 [Compass] update -> 25.8° (TN)
gps.js:231 [Compass] update -> 24.8° (TN)
gps.js:231 [Compass] update -> 23.8° (TN)
gps.js:231 [Compass] update -> 22.7° (TN)
gps.js:231 [Compass] update -> 21.7° (TN)
gps.js:231 [Compass] update -> 20.6° (TN)
gps.js:231 [Compass] update -> 19.5° (TN)
gps.js:231 [Compass] update -> 18.5° (TN)
gps.js:231 [Compass] update -> 17.4° (TN)
gps.js:231 [Compass] update -> 16.3° (TN)
gps.js:231 [Compass] update -> 15.2° (TN)
gps.js:231 [Compass] update -> 14.1° (TN)
gps.js:231 [Compass] update -> 13.1° (TN)
gps.js:231 [Compass] update -> 12.0° (TN)
gps.js:231 [Compass] update -> 11.0° (TN)
gps.js:231 [Compass] update -> 9.9° (TN)
gps.js:231 [Compass] update -> 8.8° (TN)
gps.js:231 [Compass] update -> 7.8° (TN)
gps.js:231 [Compass] update -> 6.7° (TN)
gps.js:231 [Compass] update -> 5.7° (TN)
gps.js:231 [Compass] update -> 4.6° (TN)
gps.js:231 [Compass] update -> 3.6° (TN)
gps.js:231 [Compass] update -> 2.6° (TN)
gps.js:231 [Compass] update -> 1.5° (TN)
gps.js:231 [Compass] update -> 0.5° (TN)
gps.js:231 [Compass] update -> 359.5° (TN)
gps.js:231 [Compass] update -> 358.5° (TN)
gps.js:231 [Compass] update -> 357.5° (TN)
gps.js:231 [Compass] update -> 356.4° (TN)
gps.js:231 [Compass] update -> 355.4° (TN)
gps.js:231 [Compass] update -> 356.4° (TN)
gps.js:231 [Compass] update -> 357.5° (TN)
gps.js:231 [Compass] update -> 358.6° (TN)
gps.js:231 [Compass] update -> 359.7° (TN)
gps.js:231 [Compass] update -> 0.8° (TN)
gps.js:231 [Compass] update -> 1.8° (TN)
gps.js:231 [Compass] update -> 2.9° (TN)
gps.js:231 [Compass] update -> 3.9° (TN)
gps.js:231 [Compass] update -> 5.0° (TN)
gps.js:231 [Compass] update -> 6.1° (TN)
gps.js:231 [Compass] update -> 7.1° (TN)
gps.js:231 [Compass] update -> 8.2° (TN)
gps.js:231 [Compass] update -> 7.1° (TN)
gps.js:231 [Compass] update -> 6.1° (TN)
gps.js:231 [Compass] update -> 5.1° (TN)
gps.js:231 [Compass] update -> 4.1° (TN)
gps.js:231 [Compass] update -> 3.0° (TN)
gps.js:231 [Compass] update -> 1.9° (TN)
gps.js:231 [Compass] update -> 0.7° (TN)
gps.js:231 [Compass] update -> 359.7° (TN)
gps.js:231 [Compass] update -> 358.7° (TN)
gps.js:231 [Compass] update -> 357.7° (TN)
gps.js:231 [Compass] update -> 356.7° (TN)
gps.js:231 [Compass] update -> 355.6° (TN)
gps.js:231 [Compass] update -> 354.6° (TN)
gps.js:231 [Compass] update -> 353.5° (TN)
gps.js:231 [Compass] update -> 352.4° (TN)
gps.js:231 [Compass] update -> 351.2° (TN)
gps.js:231 [Compass] update -> 350.2° (TN)
gps.js:231 [Compass] update -> 349.1° (TN)
gps.js:231 [Compass] update -> 348.0° (TN)
gps.js:231 [Compass] update -> 346.8° (TN)
gps.js:231 [Compass] update -> 345.8° (TN)
gps.js:231 [Compass] update -> 344.7° (TN)
gps.js:231 [Compass] update -> 343.7° (TN)
gps.js:231 [Compass] update -> 342.7° (TN)
gps.js:231 [Compass] update -> 341.6° (TN)
gps.js:231 [Compass] update -> 340.6° (TN)
gps.js:231 [Compass] update -> 339.5° (TN)
gps.js:231 [Compass] update -> 338.5° (TN)
gps.js:231 [Compass] update -> 337.4° (TN)
gps.js:231 [Compass] update -> 336.3° (TN)
gps.js:231 [Compass] update -> 335.2° (TN)
gps.js:231 [Compass] update -> 334.2° (TN)
gps.js:231 [Compass] update -> 333.0° (TN)
gps.js:231 [Compass] update -> 331.9° (TN)
gps.js:231 [Compass] update -> 330.9° (TN)
gps.js:231 [Compass] update -> 332.0° (TN)
gps.js:231 [Compass] update -> 333.2° (TN)
gps.js:231 [Compass] update -> 334.3° (TN)
gps.js:231 [Compass] update -> 335.4° (TN)
gps.js:231 [Compass] update -> 336.5° (TN)
gps.js:231 [Compass] update -> 337.5° (TN)
gps.js:231 [Compass] update -> 338.6° (TN)
gps.js:231 [Compass] update -> 339.6° (TN)
gps.js:231 [Compass] update -> 341.0° (TN)
gps.js:231 [Compass] update -> 342.2° (TN)
gps.js:231 [Compass] update -> 343.2° (TN)
gps.js:231 [Compass] update -> 344.3° (TN)
gps.js:231 [Compass] update -> 345.4° (TN)
gps.js:231 [Compass] update -> 346.6° (TN)
gps.js:231 [Compass] update -> 347.7° (TN)
gps.js:231 [Compass] update -> 348.8° (TN)
gps.js:231 [Compass] update -> 349.8° (TN)
gps.js:231 [Compass] update -> 350.9° (TN)
gps.js:231 [Compass] update -> 352.0° (TN)
gps.js:231 [Compass] update -> 353.1° (TN)
gps.js:231 [Compass] update -> 354.1° (TN)
gps.js:231 [Compass] update -> 355.1° (TN)
gps.js:231 [Compass] update -> 356.1° (TN)
gps.js:231 [Compass] update -> 357.2° (TN)
gps.js:231 [Compass] update -> 358.2° (TN)
gps.js:231 [Compass] update -> 359.3° (TN)
gps.js:231 [Compass] update -> 0.4° (TN)
gps.js:231 [Compass] update -> 1.5° (TN)
gps.js:231 [Compass] update -> 2.6° (TN)
gps.js:231 [Compass] update -> 3.7° (TN)
gps.js:231 [Compass] update -> 4.7° (TN)
gps.js:231 [Compass] update -> 5.8° (TN)
gps.js:231 [Compass] update -> 6.9° (TN)
gps.js:231 [Compass] update -> 8.0° (TN)
gps.js:231 [Compass] update -> 9.0° (TN)
gps.js:231 [Compass] update -> 10.1° (TN)
gps.js:231 [Compass] update -> 9.0° (TN)
gps.js:231 [Compass] update -> 7.9° (TN)
gps.js:231 [Compass] update -> 6.9° (TN)
gps.js:231 [Compass] update -> 5.9° (TN)
gps.js:231 [Compass] update -> 4.8° (TN)
gps.js:231 [Compass] update -> 3.8° (TN)
gps.js:231 [Compass] update -> 2.7° (TN)
gps.js:231 [Compass] update -> 1.5° (TN)
gps.js:231 [Compass] update -> 0.4° (TN)
gps.js:231 [Compass] update -> 359.3° (TN)
gps.js:231 [Compass] update -> 358.0° (TN)
gps.js:231 [Compass] update -> 356.7° (TN)
gps.js:231 [Compass] update -> 355.7° (TN)
gps.js:231 [Compass] update -> 354.4° (TN)
gps.js:231 [Compass] update -> 353.3° (TN)
gps.js:231 [Compass] update -> 352.2° (TN)
gps.js:231 [Compass] update -> 351.0° (TN)
gps.js:231 [Compass] update -> 349.8° (TN)
gps.js:231 [Compass] update -> 348.7° (TN)
gps.js:231 [Compass] update -> 349.8° (TN)
gps.js:231 [Compass] update -> 348.8° (TN)
gps.js:231 [Compass] update -> 347.5° (TN)
gps.js:231 [Compass] update -> 346.5° (TN)
gps.js:231 [Compass] update -> 345.3° (TN)
gps.js:231 [Compass] update -> 344.3° (TN)
